,year,quarter,ent_code,ent_nombre,pob_total,pob_hombres_total,pob_mujeres_total,pet_hombres_15mas,pet_mujeres_15mas,pea_hombres,pea_mujeres,ing_prom_mes_total,ing_prom_hora_total,periodo
275,2020,1,20,Oaxaca,,,,,,,,,,2020-T1
276,2020,1,21,Puebla,,,,,,,,,,2020-T1
277,2020,1,22,Querétaro,,,,,,,,,,2020-T1
278,2020,1,23,Quintana Roo,,,,,,,,,,2020-T1
279,2020,1,24,San Luis Potosí,,,,,,,,,,2020-T1
280,2020,1,25,Sinaloa,,,,,,,,,,2020-T1
281,2020,1,26,Sonora,,,,,,,,,,2020-T1
282,2020,1,27,Tabasco,,,,,,,,,,2020-T1
283,2020,1,28,Tamaulipas,,,,,,,,,,2020-T1
284,2020,1,29,Tlaxcala,,,,,,,,,,2020-T1
285,2020,1,30,Veracruz,,,,,,,,,,2020-T1
286,2020,1,31,Yucatán,,,,,,,,,,2020-T1
287,2020,1,32,Zacatecas,,,,,,,,,,2020-T1
288,2020,4,1,Aguascalientes,,,,,,,,,,2020-T4
289,2020,4,2,Baja California,,,,,,,,,,2020-T4
290,2020,4,3,Baja California Sur,,,,,,,,,,2020-T4
291,2020,4,4,Campeche,,,,,,,,,,2020-T4
292,2020,4,5,Coahuila,,,,,,,,,,2020-T4
293,2020,4,6,Colima,,,,,,,,,,2020-T4
294,2020,4,7,Chiapas,,,,,,,,,,2020-T4
295,2020,4,8,Chihuahua,,,,,,,,,,2020-T4
296,2020,4,9,Ciudad de México,,,,,,,,,,2020-T4
297,2020,4,10,Durango,,,,,,,,,,2020-T4
298,2020,4,11,Guanajuato,,,,,,,,,,2020-T4
299,2020,4,12,Guerrero,,,,,,,,,,2020-T4
300,2020,4,13,Hidalgo,,,,,,,,,,2020-T4
301,2020,4,14,Jalisco,,,,,,,,,,2020-T4
302,2020,4,15,México,,,,,,,,,,2020-T4
303,2020,4,16,Michoacán,,,,,,,,,,2020-T4
304,2020,4,17,Morelos,,,,,,,,,,2020-T4
305,2020,4,18,Nayarit,,,,,,,,,,2020-T4
306,2020,4,19,Nuevo León,,,,,,,,,,2020-T4
307,2020,4,20,Oaxaca,,,,,,,,,,2020-T4
308,2020,4,21,Puebla,,,,,,,,,,2020-T4
309,2020,4,22,Querétaro,,,,,,,,,,2020-T4
310,2020,4,23,Quintana Roo,,,,,,,,,,2020-T4
311,2020,4,24,San Luis Potosí,,,,,,,,,,2020-T4
312,2020,4,25,Sinaloa,,,,,,,,,,2020-T4
313,2020,4,26,Sonora,,,,,,,,,,2020-T4
314,2020,4,27,Tabasco,,,,,,,,,,2020-T4
315,2020,4,28,Tamaulipas,,,,,,,,,,2020-T4
316,2020,4,29,Tlaxcala,,,,,,,,,,2020-T4
317,2020,4,30,Veracruz,,,,,,,,,,2020-T4
318,2020,4,31,Yucatán,,,,,,,,,,2020-T4
319,2020,4,32,Zacatecas,,,,,,,,,,2020-T4
320,2021,1,1,Aguascalientes,,,,,,,,,,2021-T1
321,2021,1,2,Baja California,,,,,,,,,,2021-T1
322,2021,1,3,Baja California Sur,,,,,,,,,,2021-T1
323,2021,1,4,Campeche,,,,,,,,,,2021-T1
324,2021,1,5,Coahuila,,,,,,,,,,2021-T1
325,2021,1,6,Colima,,,,,,,,,,2021-T1
326,2021,1,7,Chiapas,,,,,,,,,,2021-T1
327,2021,1,8,Chihuahua,,,,,,,,,,2021-T1
328,2021,1,9,Ciudad de México,,,,,,,,,,2021-T1
329,2021,1,10,Durango,,,,,,,,,,2021-T1
330,2021,1,11,Guanajuato,,,,,,,,,,2021-T1
331,2021,1,12,Guerrero,,,,,,,,,,2021-T1
332,2021,1,13,Hidalgo,,,,,,,,,,2021-T1
333,2021,1,14,Jalisco,,,,,,,,,,2021-T1
334,2021,1,15,México,,,,,,,,,,2021-T1
335,2021,1,16,Michoacán,,,,,,,,,,2021-T1
336,2021,1,17,Morelos,,,,,,,,,,2021-T1
337,2021,1,18,Nayarit,,,,,,,,,,2021-T1
338,2021,1,19,Nuevo León,,,,,,,,,,2021-T1
339,2021,1,20,Oaxaca,,,,,,,,,,2021-T1
340,2021,1,21,Puebla,,,,,,,,,,2021-T1
341,2021,1,22,Querétaro,,,,,,,,,,2021-T1
342,2021,1,23,Quintana Roo,,,,,,,,,,2021-T1
343,2021,1,24,San Luis Potosí,,,,,,,,,,2021-T1
344,2021,1,25,Sinaloa,,,,,,,,,,2021-T1
345,2021,1,26,Sonora,,,,,,,,,,2021-T1
346,2021,1,27,Tabasco,,,,,,,,,,2021-T1
347,2021,1,28,Tamaulipas,,,,,,,,,,2021-T1
348,2021,1,29,Tlaxcala,,,,,,,,,,2021-T1
349,2021,1,30,Veracruz,,,,,,,,,,2021-T1
350,2021,1,31,Yucatán,,,,,,,,,,2021-T1
351,2021,1,32,Zacatecas,,,,,,,,,,2021-T1
352,2021,2,1,Aguascalientes,,,,,,,,,,2021-T2
353,2021,2,2,Baja California,,,,,,,,,,2021-T2
354,2021,2,3,Baja California Sur,,,,,,,,,,2021-T2
355,2021,2,4,Campeche,,,,,,,,,,2021-T2
356,2021,2,5,Coahuila,,,,,,,,,,2021-T2
357,2021,2,6,Colima,,,,,,,,,,2021-T2
358,2021,2,7,Chiapas,,,,,,,,,,2021-T2
359,2021,2,8,Chihuahua,,,,,,,,,,2021-T2
360,2021,2,9,Ciudad de México,,,,,,,,,,2021-T2
361,2021,2,10,Durango,,,,,,,,,,2021-T2
362,2021,2,11,Guanajuato,,,,,,,,,,2021-T2
363,2021,2,12,Guerrero,,,,,,,,,,2021-T2
364,2021,2,13,Hidalgo,,,,,,,,,,2021-T2
365,2021,2,14,Jalisco,,,,,,,,,,2021-T2
366,2021,2,15,México,,,,,,,,,,2021-T2
367,2021,2,16,Michoacán,,,,,,,,,,2021-T2
368,2021,2,17,Morelos,,,,,,,,,,2021-T2
369,2021,2,18,Nayarit,,,,,,,,,,2021-T2
370,2021,2,19,Nuevo León,,,,,,,,,,2021-T2
371,2021,2,20,Oaxaca,,,,,,,,,,2021-T2
372,2021,2,21,Puebla,,,,,,,,,,2021-T2
373,2021,2,22,Querétaro,,,,,,,,,,2021-T2
374,2021,2,23,Quintana Roo,,,,,,,,,,2021-T2
375,2021,2,24,San Luis Potosí,,,,,,,,,,2021-T2
376,2021,2,25,Sinaloa,,,,,,,,,,2021-T2
377,2021,2,26,Sonora,,,,,,,,,,2021-T2
378,2021,2,27,Tabasco,,,,,,,,,,2021-T2
379,2021,2,28,Tamaulipas,,,,,,,,,,2021-T2
380,2021,2,29,Tlaxcala,,,,,,,,,,2021-T2
381,2021,2,30,Veracruz,,,,,,,,,,2021-T2
382,2021,2,31,Yucatán,,,,,,,,,,2021-T2
383,2021,2,32,Zacatecas,,,,,,,,,,2021-T2
384,2021,3,1,Aguascalientes,,,,,,,,,,2021-T3
385,2021,3,2,Baja California,,,,,,,,,,2021-T3
386,2021,3,3,Baja California Sur,,,,,,,,,,2021-T3
387,2021,3,4,Campeche,,,,,,,,,,2021-T3
388,2021,3,5,Coahuila,,,,,,,,,,2021-T3
389,2021,3,6,Colima,,,,,,,,,,2021-T3
390,2021,3,7,Chiapas,,,,,,,,,,2021-T3
391,2021,3,8,Chihuahua,,,,,,,,,,2021-T3
392,2021,3,9,Ciudad de México,,,,,,,,,,2021-T3
393,2021,3,10,Durango,,,,,,,,,,2021-T3
394,2021,3,11,Guanajuato,,,,,,,,,,2021-T3
395,2021,3,12,Guerrero,,,,,,,,,,2021-T3
396,2021,3,13,Hidalgo,,,,,,,,,,2021-T3
397,2021,3,14,Jalisco,,,,,,,,,,2021-T3
398,2021,3,15,México,,,,,,,,,,2021-T3
399,2021,3,16,Michoacán,,,,,,,,,,2021-T3
400,2021,3,17,Morelos,,,,,,,,,,2021-T3
401,2021,3,18,Nayarit,,,,,,,,,,2021-T3
402,2021,3,19,Nuevo León,,,,,,,,,,2021-T3
403,2021,3,20,Oaxaca,,,,,,,,,,2021-T3
404,2021,3,21,Puebla,,,,,,,,,,2021-T3
405,2021,3,22,Querétaro,,,,,,,,,,2021-T3
406,2021,3,23,Quintana Roo,,,,,,,,,,2021-T3
407,2021,3,24,San Luis Potosí,,,,,,,,,,2021-T3
408,2021,3,25,Sinaloa,,,,,,,,,,2021-T3
409,2021,3,26,Sonora,,,,,,,,,,2021-T3
410,2021,3,27,Tabasco,,,,,,,,,,2021-T3
411,2021,3,28,Tamaulipas,,,,,,,,,,2021-T3
412,2021,3,29,Tlaxcala,,,,,,,,,,2021-T3
413,2021,3,30,Veracruz,,,,,,,,,,2021-T3
414,2021,3,31,Yucatán,,,,,,,,,,2021-T3
415,2021,3,32,Zacatecas,,,,,,,,,,2021-T3
416,2021,4,1,Aguascalientes,,,,,,,,,,2021-T4
417,2021,4,2,Baja California,,,,,,,,,,2021-T4
418,2021,4,3,Baja California Sur,,,,,,,,,,2021-T4
419,2021,4,4,Campeche,,,,,,,,,,2021-T4
420,2021,4,5,Coahuila,,,,,,,,,,2021-T4
421,2021,4,6,Colima,,,,,,,,,,2021-T4
422,2021,4,7,Chiapas,,,,,,,,,,2021-T4
423,2021,4,8,Chihuahua,,,,,,,,,,2021-T4
424,2021,4,9,Ciudad de México,,,,,,,,,,2021-T4
425,2021,4,10,Durango,,,,,,,,,,2021-T4
426,2021,4,11,Guanajuato,,,,,,,,,,2021-T4
427,2021,4,12,Guerrero,,,,,,,,,,2021-T4
428,2021,4,13,Hidalgo,,,,,,,,,,2021-T4
429,2021,4,14,Jalisco,,,,,,,,,,2021-T4
430,2021,4,15,México,,,,,,,,,,2021-T4
431,2021,4,16,Michoacán,,,,,,,,,,2021-T4
432,2021,4,17,Morelos,,,,,,,,,,2021-T4
433,2021,4,18,Nayarit,,,,,,,,,,2021-T4
434,2021,4,19,Nuevo León,,,,,,,,,,2021-T4
435,2021,4,20,Oaxaca,,,,,,,,,,2021-T4
436,2021,4,21,Puebla,,,,,,,,,,2021-T4
437,2021,4,22,Querétaro,,,,,,,,,,2021-T4
438,2021,4,23,Quintana Roo,,,,,,,,,,2021-T4
439,2021,4,24,San Luis Potosí,,,,,,,,,,2021-T4
440,2021,4,25,Sinaloa,,,,,,,,,,2021-T4
441,2021,4,26,Sonora,,,,,,,,,,2021-T4
442,2021,4,27,Tabasco,,,,,,,,,,2021-T4
443,2021,4,28,Tamaulipas,,,,,,,,,,2021-T4
444,2021,4,29,Tlaxcala,,,,,,,,,,2021-T4
445,2021,4,30,Veracruz,,,,,,,,,,2021-T4
446,2021,4,31,Yucatán,,,,,,,,,,2021-T4
447,2021,4,32,Zacatecas,,,,,,,,,,2021-T4
448,2022,1,1,Aguascalientes,,,,,,,,,,2022-T1
449,2022,1,2,Baja California,,,,,,,,,,2022-T1
450,2022,1,3,Baja California Sur,,,,,,,,,,2022-T1
451,2022,1,4,Campeche,,,,,,,,,,2022-T1
452,2022,1,5,Coahuila,,,,,,,,,,2022-T1
453,2022,1,6,Colima,,,,,,,,,,2022-T1
454,2022,1,7,Chiapas,,,,,,,,,,2022-T1
455,2022,1,8,Chihuahua,,,,,,,,,,2022-T1
456,2022,1,9,Ciudad de México,,,,,,,,,,2022-T1
457,2022,1,10,Durango,,,,,,,,,,2022-T1
458,2022,1,11,Guanajuato,,,,,,,,,,2022-T1
459,2022,1,12,Guerrero,,,,,,,,,,2022-T1
460,2022,1,13,Hidalgo,,,,,,,,,,2022-T1
461,2022,1,14,Jalisco,,,,,,,,,,2022-T1
462,2022,1,15,México,,,,,,,,,,2022-T1
463,2022,1,16,Michoacán,,,,,,,,,,2022-T1
464,2022,1,17,Morelos,,,,,,,,,,2022-T1
465,2022,1,18,Nayarit,,,,,,,,,,2022-T1
466,2022,1,19,Nuevo León,,,,,,,,,,2022-T1
467,2022,1,20,Oaxaca,,,,,,,,,,2022-T1
468,2022,1,21,Puebla,,,,,,,,,,2022-T1
469,2022,1,22,Querétaro,,,,,,,,,,2022-T1
470,2022,1,23,Quintana Roo,,,,,,,,,,2022-T1
471,2022,1,24,San Luis Potosí,,,,,,,,,,2022-T1
472,2022,1,25,Sinaloa,,,,,,,,,,2022-T1
473,2022,1,26,Sonora,,,,,,,,,,2022-T1
474,2022,1,27,Tabasco,,,,,,,,,,2022-T1
475,2022,1,28,Tamaulipas,,,,,,,,,,2022-T1
476,2022,1,29,Tlaxcala,,,,,,,,,,2022-T1
477,2022,1,30,Veracruz,,,,,,,,,,2022-T1
478,2022,1,31,Yucatán,,,,,,,,,,2022-T1
479,2022,1,32,Zacatecas,,,,,,,,,,2022-T1
480,2022,2,1,Aguascalientes,,,,,,,,,,2022-T2
481,2022,2,2,Baja California,,,,,,,,,,2022-T2
482,2022,2,3,Baja California Sur,,,,,,,,,,2022-T2
483,2022,2,4,Campeche,,,,,,,,,,2022-T2
484,2022,2,5,Coahuila,,,,,,,,,,2022-T2
485,2022,2,6,Colima,,,,,,,,,,2022-T2
486,2022,2,7,Chiapas,,,,,,,,,,2022-T2
487,2022,2,8,Chihuahua,,,,,,,,,,2022-T2
488,2022,2,9,Ciudad de México,,,,,,,,,,2022-T2
489,2022,2,10,Durango,,,,,,,,,,2022-T2
490,2022,2,11,Guanajuato,,,,,,,,,,2022-T2
491,2022,2,12,Guerrero,,,,,,,,,,2022-T2
492,2022,2,13,Hidalgo,,,,,,,,,,2022-T2
493,2022,2,14,Jalisco,,,,,,,,,,2022-T2
494,2022,2,15,México,,,,,,,,,,2022-T2
495,2022,2,16,Michoacán,,,,,,,,,,2022-T2
496,2022,2,17,Morelos,,,,,,,,,,2022-T2
497,2022,2,18,Nayarit,,,,,,,,,,2022-T2
498,2022,2,19,Nuevo León,,,,,,,,,,2022-T2
499,2022,2,20,Oaxaca,,,,,,,,,,2022-T2
500,2022,2,21,Puebla,,,,,,,,,,2022-T2
501,2022,2,22,Querétaro,,,,,,,,,,2022-T2
502,2022,2,23,Quintana Roo,,,,,,,,,,2022-T2
503,2022,2,24,San Luis Potosí,,,,,,,,,,2022-T2
504,2022,2,25,Sinaloa,,,,,,,,,,2022-T2
505,2022,2,26,Sonora,,,,,,,,,,2022-T2
506,2022,2,27,Tabasco,,,,,,,,,,2022-T2
507,2022,2,28,Tamaulipas,,,,,,,,,,2022-T2
508,2022,2,29,Tlaxcala,,,,,,,,,,2022-T2
509,2022,2,30,Veracruz,,,,,,,,,,2022-T2
510,2022,2,31,Yucatán,,,,,,,,,,2022-T2
511,2022,2,32,Zacatecas,,,,,,,,,,2022-T2
512,2022,3,1,Aguascalientes,,,,,,,,,,2022-T3
513,2022,3,2,Baja California,,,,,,,,,,2022-T3
514,2022,3,3,Baja California Sur,,,,,,,,,,2022-T3
515,2022,3,4,Campeche,,,,,,,,,,2022-T3
516,2022,3,5,Coahuila,,,,,,,,,,2022-T3
517,2022,3,6,Colima,,,,,,,,,,2022-T3
518,2022,3,7,Chiapas,,,,,,,,,,2022-T3
519,2022,3,8,Chihuahua,,,,,,,,,,2022-T3
520,2022,3,9,Ciudad de México,,,,,,,,,,2022-T3
521,2022,3,10,Durango,,,,,,,,,,2022-T3
522,2022,3,11,Guanajuato,,,,,,,,,,2022-T3
523,2022,3,12,Guerrero,,,,,,,,,,2022-T3
524,2022,3,13,Hidalgo,,,,,,,,,,2022-T3
525,2022,3,14,Jalisco,,,,,,,,,,2022-T3
526,2022,3,15,México,,,,,,,,,,2022-T3
527,2022,3,16,Michoacán,,,,,,,,,,2022-T3
528,2022,3,17,Morelos,,,,,,,,,,2022-T3
529,2022,3,18,Nayarit,,,,,,,,,,2022-T3
530,2022,3,19,Nuevo León,,,,,,,,,,2022-T3
531,2022,3,20,Oaxaca,,,,,,,,,,2022-T3
532,2022,3,21,Puebla,,,,,,,,,,2022-T3
533,2022,3,22,Querétaro,,,,,,,,,,2022-T3
534,2022,3,23,Quintana Roo,,,,,,,,,,2022-T3
535,2022,3,24,San Luis Potosí,,,,,,,,,,2022-T3
536,2022,3,25,Sinaloa,,,,,,,,,,2022-T3
537,2022,3,26,Sonora,,,,,,,,,,2022-T3
538,2022,3,27,Tabasco,,,,,,,,,,2022-T3
539,2022,3,28,Tamaulipas,,,,,,,,,,2022-T3
540,2022,3,29,Tlaxcala,,,,,,,,,,2022-T3
541,2022,3,30,Veracruz,,,,,,,,,,2022-T3
542,2022,3,31,Yucatán,,,,,,,,,,2022-T3
543,2022,3,32,Zacatecas,,,,,,,,,,2022-T3
544,2022,4,1,Aguascalientes,,,,,,,,,,2022-T4
545,2022,4,2,Baja California,,,,,,,,,,2022-T4
546,2022,4,3,Baja California Sur,,,,,,,,,,2022-T4
547,2022,4,4,Campeche,,,,,,,,,,2022-T4
548,2022,4,5,Coahuila,,,,,,,,,,2022-T4
549,2022,4,6,Colima,,,,,,,,,,2022-T4
550,2022,4,7,Chiapas,,,,,,,,,,2022-T4
551,2022,4,8,Chihuahua,,,,,,,,,,2022-T4
552,2022,4,9,Ciudad de México,,,,,,,,,,2022-T4
553,2022,4,10,Durango,,,,,,,,,,2022-T4
554,2022,4,11,Guanajuato,,,,,,,,,,2022-T4
555,2022,4,12,Guerrero,,,,,,,,,,2022-T4
556,2022,4,13,Hidalgo,,,,,,,,,,2022-T4
557,2022,4,14,Jalisco,,,,,,,,,,2022-T4
558,2022,4,15,México,,,,,,,,,,2022-T4
559,2022,4,16,Michoacán,,,,,,,,,,2022-T4
560,2022,4,17,Morelos,,,,,,,,,,2022-T4
561,2022,4,18,Nayarit,,,,,,,,,,2022-T4
562,2022,4,19,Nuevo León,,,,,,,,,,2022-T4
563,2022,4,20,Oaxaca,,,,,,,,,,2022-T4
564,2022,4,21,Puebla,,,,,,,,,,2022-T4
565,2022,4,22,Querétaro,,,,,,,,,,2022-T4
566,2022,4,23,Quintana Roo,,,,,,,,,,2022-T4
567,2022,4,24,San Luis Potosí,,,,,,,,,,2022-T4
568,2022,4,25,Sinaloa,,,,,,,,,,2022-T4
569,2022,4,26,Sonora,,,,,,,,,,2022-T4
570,2022,4,27,Tabasco,,,,,,,,,,2022-T4
571,2022,4,28,Tamaulipas,,,,,,,,,,2022-T4
572,2022,4,29,Tlaxcala,,,,,,,,,,2022-T4
573,2022,4,30,Veracruz,,,,,,,,,,2022-T4
574,2022,4,31,Yucatán,,,,,,,,,,2022-T4
575,2022,4,32,Zacatecas,,,,,,,,,,2022-T4
576,2023,1,1,Aguascalientes,1473274.0,702190.0,771084.0,512049.0,596664.0,385711.0,281061.0,4850.54175906767,26.928962967487216,2023-T1
577,2023,1,2,Baja California,3795873.0,1869574.0,1926299.0,1462241.0,1538476.0,1091243.0,732476.0,6542.686146054684,39.355544327414385,2023-T1
578,2023,1,3,Baja California Sur,837232.0,421721.0,415511.0,325756.0,327877.0,263384.0,183857.0,10592.77359392964,66.37072796668198,2023-T1
579,2023,1,4,Campeche,940504.0,461367.0,479137.0,345002.0,373916.0,270790.0,168385.0,6354.570150775899,36.71804131922538,2023-T1
580,2023,1,5,Coahuila,3286969.0,1622431.0,1664538.0,1212538.0,1276205.0,925485.0,591741.0,8520.732875522508,49.166124693450044,2023-T1
581,2023,1,6,Colima,763227.0,374726.0,388501.0,284983.0,305790.0,224773.0,166603.0,6893.871242046781,41.68667837063764,2023-T1
582,2023,1,7,Chiapas,5683657.0,2681602.0,3002055.0,1765627.0,2117567.0,1462009.0,737460.0,4628.522322923088,27.22526987515072,2023-T1
583,2023,1,8,Chihuahua,3843869.0,1914063.0,1929806.0,1448156.0,1507812.0,1100308.0,693929.0,7456.593411715335,42.85039262418605,2023-T1
584,2023,1,9,Ciudad de México,9325320.0,4440754.0,4884566.0,3706840.0,4171434.0,2723645.0,2152638.0,4760.480517751057,28.8554772778886,2023-T1
585,2023,1,10,Durango,1892209.0,925849.0,966360.0,659624.0,728983.0,508432.0,321595.0,6797.158917130612,42.24901633570988,2023-T1
586,2023,1,11,Guanajuato,6321725.0,2995425.0,3326300.0,2237770.0,2581174.0,1757508.0,1179891.0,4535.090098302125,26.52169192418546,2023-T1
587,2023,1,12,Guerrero,3592236.0,1690068.0,1902168.0,1186072.0,1421429.0,917899.0,667968.0,3914.3816244864724,23.81745319779037,2023-T1
588,2023,1,13,Hidalgo,3201846.0,1487648.0,1714198.0,1142257.0,1375008.0,882151.0,642511.0,5638.324231154264,33.477518722523925,2023-T1
589,2023,1,14,Jalisco,8633339.0,4170724.0,4462615.0,3170276.0,3519109.0,2440895.0,1757241.0,6075.447714623614,34.815890275544184,2023-T1
590,2023,1,15,México,17401804.0,8273991.0,9127813.0,6458603.0,7346737.0,4780226.0,3319801.0,4117.688566737132,23.74126565115059,2023-T1
591,2023,1,16,Michoacán,4937286.0,2362628.0,2574658.0,1697377.0,1955146.0,1327653.0,861689.0,6763.226115341955,40.37954421329678,2023-T1
592,2023,1,17,Morelos,1983684.0,938588.0,1045096.0,725014.0,832043.0,505459.0,385187.0,3040.27582423342,20.10745438429741,2023-T1
593,2023,1,18,Nayarit,1247591.0,608962.0,638629.0,454217.0,499722.0,362867.0,258999.0,7291.1182095061995,44.90673002544078,2023-T1
594,2023,1,19,Nuevo León,6006432.0,3003893.0,3002539.0,2343871.0,2386203.0,1791856.0,1109275.0,8858.462436848582,50.510962905048814,2023-T1
595,2023,1,20,Oaxaca,4220951.0,1980014.0,2240937.0,1412763.0,1697324.0,1105727.0,810649.0,3743.5242558265136,24.657316100146367,2023-T1
596,2023,1,21,Puebla,6665994.0,3125205.0,3540789.0,2309969.0,2749755.0,1831173.0,1246029.0,3816.7040058637626,21.918743507277892,2023-T1
597,2023,1,22,Querétaro,2463183.0,1167828.0,1295355.0,907386.0,1052641.0,661896.0,469913.0,3639.4051392728256,21.39843711486033,2023-T1
598,2023,1,23,Quintana Roo,1946040.0,957574.0,988466.0,743777.0,778372.0,606822.0,390001.0,6722.508847804183,36.58623480099259,2023-T1
599,2023,1,24,San Luis Potosí,2851353.0,1357811.0,1493542.0,1021995.0,1155567.0,784287.0,522215.0,5267.398284320426,32.670856591697785,2023-T1
600,2023,1,25,Sinaloa,3068127.0,1506343.0,1561784.0,1162049.0,1239363.0,883968.0,600275.0,7840.436840162016,49.93018172956535,2023-T1
601,2023,1,26,Sonora,3006462.0,1472959.0,1533503.0,1137250.0,1223193.0,867710.0,597043.0,7451.0161846802175,43.39386506639247,2023-T1
602,2023,1,27,Tabasco,2478538.0,1198946.0,1279592.0,882690.0,978735.0,686653.0,406119.0,6451.216220125241,39.90975004103988,2023-T1
603,2023,1,28,Tamaulipas,3597723.0,1762398.0,1835325.0,1351776.0,1444943.0,1014064.0,654250.0,7677.356698334964,45.729729288847295,2023-T1
604,2023,1,29,Tlaxcala,1415005.0,669160.0,745845.0,492058.0,578843.0,382244.0,268437.0,4601.351607558966,27.26371226001776,2023-T1
605,2023,1,30,Veracruz,8147596.0,3817399.0,4330197.0,2918374.0,3435215.0,2149395.0,1330102.0,4737.946270159182,29.46490169781408,2023-T1
606,2023,1,31,Yucatán,2370924.0,1153009.0,1217915.0,893711.0,969306.0,710939.0,506613.0,6274.7077744980115,39.45496241835671,2023-T1
607,2023,1,32,Zacatecas,1635760.0,782482.0,853278.0,564159.0,646692.0,416747.0,251436.0,4897.237187727477,29.292443363266067,2023-T1
608,2023,2,1,Aguascalientes,1475736.0,701806.0,773930.0,516654.0,600963.0,386497.0,272172.0,4520.485013448765,26.065107266128713,2023-T2
609,2023,2,2,Baja California,3803821.0,1872643.0,1931178.0,1471048.0,1547335.0,1101136.0,745249.0,6521.209498824968,37.61918052802974,2023-T2
610,2023,2,3,Baja California Sur,866661.0,442973.0,423688.0,345587.0,335894.0,281050.0,187866.0,10565.875849311346,64.6891236737154,2023-T2
611,2023,2,4,Campeche,941412.0,461720.0,479692.0,346924.0,374819.0,273843.0,166850.0,6566.286898214768,41.49760964974442,2023-T2
612,2023,2,5,Coahuila,3314657.0,1628799.0,1685858.0,1221321.0,1288932.0,936301.0,621740.0,8799.562657004928,51.237976410113376,2023-T2
613,2023,2,6,Colima,751738.0,372380.0,379358.0,279231.0,297985.0,218135.0,160465.0,6596.684906791701,39.66466103536567,2023-T2
614,2023,2,7,Chiapas,5690779.0,2681302.0,3009477.0,1783829.0,2115492.0,1469148.0,716881.0,4606.004686775483,28.967455035019167,2023-T2
615,2023,2,8,Chihuahua,3849572.0,1905639.0,1943933.0,1455785.0,1515358.0,1130155.0,722202.0,7633.542764079302,45.21874673423397,2023-T2
616,2023,2,9,Ciudad de México,9329899.0,4407577.0,4922322.0,3659609.0,4239135.0,2677562.0,2246701.0,4598.911751833421,28.91216288752085,2023-T2
617,2023,2,10,Durango,1896140.0,925772.0,970368.0,659641.0,738128.0,516149.0,331481.0,6920.371942435557,43.76320745052145,2023-T2
618,2023,2,11,Guanajuato,6311590.0,2977304.0,3334286.0,2237729.0,2596570.0,1718917.0,1136284.0,4773.661846199254,27.888538982665384,2023-T2
619,2023,2,12,Guerrero,3593330.0,1690365.0,1902965.0,1189474.0,1426586.0,922747.0,688893.0,4062.619992933854,25.42033074302907,2023-T2
620,2023,2,13,Hidalgo,3208574.0,1471812.0,1736762.0,1135509.0,1387250.0,860590.0,634238.0,5206.380064848773,33.86738739890937,2023-T2
621,2023,2,14,Jalisco,8651233.0,4162458.0,4488775.0,3164476.0,3545487.0,2399290.0,1781220.0,6258.0079688934575,37.439946472800905,2023-T2
622,2023,2,15,México,17448285.0,8244769.0,9203516.0,6467933.0,7420027.0,4772313.0,3337799.0,4232.834161276717,25.428670084024095,2023-T2
623,2023,2,16,Michoacán,4942489.0,2370962.0,2571527.0,1696647.0,1959468.0,1346196.0,874372.0,6781.23746348672,42.47508765939135,2023-T2
624,2023,2,17,Morelos,1985017.0,929340.0,1055677.0,725410.0,847597.0,510596.0,376090.0,2917.165439968758,17.74802344007213,2023-T2
625,2023,2,18,Nayarit,1248873.0,610689.0,638184.0,455126.0,497611.0,362887.0,265999.0,7401.183200946425,47.8408375388223,2023-T2
626,2023,2,19,Nuevo León,6017578.0,2985648.0,3031930.0,2334394.0,2412599.0,1771270.0,1125239.0,8984.130119380758,53.81464875667435,2023-T2
627,2023,2,20,Oaxaca,4223522.0,1979168.0,2244354.0,1425340.0,1710012.0,1093282.0,743193.0,3750.950564316167,24.20765704310346,2023-T2
628,2023,2,21,Puebla,6650039.0,3092086.0,3557953.0,2283710.0,2735261.0,1805029.0,1265573.0,3904.082443245001,23.433449897017148,2023-T2
629,2023,2,22,Querétaro,2469111.0,1173741.0,1295370.0,913478.0,1049261.0,664510.0,479945.0,3905.95099977868,23.8805782138763,2023-T2
630,2023,2,23,Quintana Roo,1954809.0,965848.0,988961.0,737848.0,778832.0,600287.0,394542.0,7013.488768043175,40.16547268386658,2023-T2
631,2023,2,24,San Luis Potosí,2853129.0,1376564.0,1476565.0,1024734.0,1146398.0,795998.0,522725.0,5201.543734302302,31.65587997006953,2023-T2
632,2023,2,25,Sinaloa,3070061.0,1505886.0,1564175.0,1167833.0,1243774.0,874304.0,597849.0,7758.291982283978,49.57081976905254,2023-T2
633,2023,2,26,Sonora,3009990.0,1485075.0,1524915.0,1156049.0,1221731.0,888187.0,621101.0,7132.76827638369,44.27375429871236,2023-T2
634,2023,2,27,Tabasco,2482566.0,1186337.0,1296229.0,879058.0,986075.0,673090.0,401348.0,6321.3810119693735,39.6554031718986,2023-T2
635,2023,2,28,Tamaulipas,3589309.0,1743990.0,1845319.0,1331024.0,1454928.0,1016399.0,685614.0,7569.445594132385,47.034508249319025,2023-T2
636,2023,2,29,Tlaxcala,1419771.0,671872.0,747899.0,499514.0,578881.0,391116.0,279668.0,4601.850201716831,28.336751158505916,2023-T2
637,2023,2,30,Veracruz,8150087.0,3828608.0,4321479.0,2916841.0,3447170.0,2134882.0,1316990.0,4548.525972630412,27.773305341148873,2023-T2
